numero_controle_pncp;numero_item;descricao;material_ou_servico;quantidade;unidade_original;unidade_normalizada;fator_conversao;evidencia_conversao;valor_unitario_estimado;valor_total_estimado;orcamento_sigiloso;situacao_compra_item_id;situacao_compra_item_nome;tem_resultado;ncm_nbs_codigo;catalogo_codigo_item;categoria_item_catalogo;data_inclusao;data_atualizacao;classificacao_status;classificacao_produto_id;classificacao_linha;classificacao_motivo;classificacao_regra_versao;resultados_status;raw_json;captured_at;cnpj;orgao_razao_social;esfera_classificada;esfera_id;unidade_codigo;unidade_nome;municipio_nome;uf_sigla;modalidade_id;modalidade_nome;srp;data_publicacao_pncp;data_abertura_proposta;data_encerramento_proposta;situacao_compra_id;situacao_compra_nome;especificacao_chave;quantidade_homologada_total;valor_homologado_elegivel;n_resultados_elegiveis;n_fornecedores_vencedores;homologado_acima_da_quantidade_flag;base_estimada_pareada;desagio_pct;desagio_negativo_flag;produto_id;linha;produto_nome;ncm_referencia
00394452000103-1-010162/2025;9;Bola voleibol;M;50.0;Unidade;unidade;1.0;unidade original ja comparavel (sem conversao);151.33;7566.5;0;2;Homologado;1;;;;2025-05-08T07:32:37;2025-09-16T21:41:19;ACEITO;E03;esportivo;casou regra de identidade do produto E03;v2;ok;"{""numeroItem"": 9, ""descricao"": ""Bola voleibol"", ""materialOuServico"": ""M"", ""materialOuServicoNome"": ""Material"", ""valorUnitarioEstimado"": 151.33, ""valorTotal"": 7566.5, ""quantidade"": 50.0, ""unidadeMedida"": ""Unidade"", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 1, ""criterioJulgamentoNome"": ""Menor preço"", ""situacaoCompraItem"": 2, ""situacaoCompraItemNome"": ""Homologado"", ""tipoBeneficio"": 1, ""tipoBeneficioNome"": ""Participação exclusiva para ME/EPP"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2025-05-08T07:32:37"", ""dataAtualizacao"": ""2025-09-16T21:41:19"", ""temResultado"": true, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:14:35.918965;00394452000103;COMANDO DO EXERCITO;federal;F;160026;COMANDO DA 22ª BRIGADA DE INFANTARIA DE SELVA;Macapá;AP;6;Pregão - Eletrônico;1;2025-05-08T07:32:37;2025-05-08T09:00:00;2025-05-21T09:30:00;1;Divulgada no PNCP;generico;50.0;2725.0;1.0;1.0;False;7566.500000000001;63.98599088085641;False;E03;esportivo;Bola de volei;9506.62.00
00394452000103-1-010162/2025;10;Bomba encher;M;26.0;Unidade;unidade;1.0;unidade original ja comparavel (sem conversao);32.05;833.3;0;2;Homologado;1;;;;2025-05-08T07:32:37;2025-09-16T21:41:19;ACEITO;E14;esportivo;casou regra de identidade do produto E14;v2;nao_consultado;"{""numeroItem"": 10, ""descricao"": ""Bomba encher"", ""materialOuServico"": ""M"", ""materialOuServicoNome"": ""Material"", ""valorUnitarioEstimado"": 32.05, ""valorTotal"": 833.3, ""quantidade"": 26.0, ""unidadeMedida"": ""Unidade"", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 1, ""criterioJulgamentoNome"": ""Menor preço"", ""situacaoCompraItem"": 2, ""situacaoCompraItemNome"": ""Homologado"", ""tipoBeneficio"": 1, ""tipoBeneficioNome"": ""Participação exclusiva para ME/EPP"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2025-05-08T07:32:37"", ""dataAtualizacao"": ""2025-09-16T21:41:19"", ""temResultado"": true, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:14:35.918965;00394452000103;COMANDO DO EXERCITO;federal;F;160026;COMANDO DA 22ª BRIGADA DE INFANTARIA DE SELVA;Macapá;AP;6;Pregão - Eletrônico;1;2025-05-08T07:32:37;2025-05-08T09:00:00;2025-05-21T09:30:00;1;Divulgada no PNCP;generico;0.0;0.0;;;False;;;False;E14;esportivo;Bomba manual de ar para bolas;8414.20.00
34870246000136-1-000019/2025;8;Caneta Esferográfica;M;25.0;Caixa 50,00 UN;Caixa 50,00 UN;;"unidade nao reconhecida no dicionario; preservada como original";36.42;910.5;0;2;Homologado;1;;;;2025-05-22T07:37:58;2025-07-08T12:15:21;ACEITO;P06;educativo;casou regra de identidade do produto P06;v2;ok;"{""numeroItem"": 8, ""descricao"": ""Caneta Esferográfica"", ""materialOuServico"": ""M"", ""materialOuServicoNome"": ""Material"", ""valorUnitarioEstimado"": 36.42, ""valorTotal"": 910.5, ""quantidade"": 25.0, ""unidadeMedida"": ""Caixa 50,00 UN"", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 1, ""criterioJulgamentoNome"": ""Menor preço"", ""situacaoCompraItem"": 2, ""situacaoCompraItemNome"": ""Homologado"", ""tipoBeneficio"": 1, ""tipoBeneficioNome"": ""Participação exclusiva para ME/EPP"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2025-05-22T07:37:58"", ""dataAtualizacao"": ""2025-07-08T12:15:21"", ""temResultado"": true, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:15:05.586274;34870246000136;TRIBUNAL DE CONTAS DO ESTADO DO AMAPA;estadual;E;927045;TRIBUNAL DE CONTAS DO ESTADO DO AMAPÁ;Macapá;AP;6;Pregão - Eletrônico;1;2025-05-22T07:37:58;2025-05-22T08:00:00;2025-06-05T09:00:00;1;Divulgada no PNCP;generico;25.0;450.0;1.0;1.0;False;910.5;50.57660626029654;False;P06;educativo;Caneta esferografica azul/preta/vermelha;9608.10.00
34870246000136-1-000019/2025;9;Caneta Esferográfica;M;15.0;Caixa 50,00 UN;Caixa 50,00 UN;;"unidade nao reconhecida no dicionario; preservada como original";37.12;556.8;0;2;Homologado;1;;;;2025-05-22T07:37:58;2025-07-08T12:16:01;ACEITO;P06;educativo;casou regra de identidade do produto P06;v2;ok;"{""numeroItem"": 9, ""descricao"": ""Caneta Esferográfica"", ""materialOuServico"": ""M"", ""materialOuServicoNome"": ""Material"", ""valorUnitarioEstimado"": 37.12, ""valorTotal"": 556.8, ""quantidade"": 15.0, ""unidadeMedida"": ""Caixa 50,00 UN"", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 1, ""criterioJulgamentoNome"": ""Menor preço"", ""situacaoCompraItem"": 2, ""situacaoCompraItemNome"": ""Homologado"", ""tipoBeneficio"": 1, ""tipoBeneficioNome"": ""Participação exclusiva para ME/EPP"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2025-05-22T07:37:58"", ""dataAtualizacao"": ""2025-07-08T12:16:01"", ""temResultado"": true, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:15:05.586274;34870246000136;TRIBUNAL DE CONTAS DO ESTADO DO AMAPA;estadual;E;927045;TRIBUNAL DE CONTAS DO ESTADO DO AMAPÁ;Macapá;AP;6;Pregão - Eletrônico;1;2025-05-22T07:37:58;2025-05-22T08:00:00;2025-06-05T09:00:00;1;Divulgada no PNCP;generico;15.0;240.0;1.0;1.0;False;556.8;56.89655172413792;False;P06;educativo;Caneta esferografica azul/preta/vermelha;9608.10.00
34868927000160-1-000004/2025;3;Apagador Quadro Branco;M;30.0;Unidade  ;unidade;1.0;unidade original ja comparavel (sem conversao);7.89;236.85;0;2;Homologado;1;;;;2025-06-04T07:09:01;2025-07-02T19:35:07;ACEITO;P19;educativo;casou regra de identidade do produto P19;v2;ok;"{""numeroItem"": 3, ""descricao"": ""Apagador Quadro Branco"", ""materialOuServico"": ""M"", ""materialOuServicoNome"": ""Material"", ""valorUnitarioEstimado"": 7.89, ""valorTotal"": 236.85, ""quantidade"": 30.0, ""unidadeMedida"": ""Unidade  "", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 1, ""criterioJulgamentoNome"": ""Menor preço"", ""situacaoCompraItem"": 2, ""situacaoCompraItemNome"": ""Homologado"", ""tipoBeneficio"": 1, ""tipoBeneficioNome"": ""Participação exclusiva para ME/EPP"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2025-06-04T07:09:01"", ""dataAtualizacao"": ""2025-07-02T19:35:07"", ""temResultado"": true, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:15:39.309139;34868927000160;ASSEMBLEIA LEGISLATIVA DO ESTADO DO AMAPA;estadual;E;926714;ASSEMBLÉIA LEGISLATIVA DO ESTADO AO AMAPÁ;Macapá;AP;6;Pregão - Eletrônico;0;2025-06-04T07:09:01;2025-06-04T08:00:00;2025-06-16T09:00:00;1;Divulgada no PNCP;generico;30.0;90.0;1.0;1.0;False;236.7;61.97718631178707;False;P19;educativo;Apagador para quadro/lousa;9603.90.00
34868927000160-1-000004/2025;4;Apontador Lápis;M;20.0;Caixa 24,00 UN;Caixa 24,00 UN;;"unidade nao reconhecida no dicionario; preservada como original";30.05;601.1;0;2;Homologado;1;;;;2025-06-04T07:09:01;2025-07-02T19:35:24;ACEITO;P08;educativo;casou regra de identidade do produto P08;v2;nao_consultado;"{""numeroItem"": 4, ""descricao"": ""Apontador Lápis"", ""materialOuServico"": ""M"", ""materialOuServicoNome"": ""Material"", ""valorUnitarioEstimado"": 30.05, ""valorTotal"": 601.1, ""quantidade"": 20.0, ""unidadeMedida"": ""Caixa 24,00 UN"", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 1, ""criterioJulgamentoNome"": ""Menor preço"", ""situacaoCompraItem"": 2, ""situacaoCompraItemNome"": ""Homologado"", ""tipoBeneficio"": 1, ""tipoBeneficioNome"": ""Participação exclusiva para ME/EPP"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2025-06-04T07:09:01"", ""dataAtualizacao"": ""2025-07-02T19:35:24"", ""temResultado"": true, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:15:39.310147;34868927000160;ASSEMBLEIA LEGISLATIVA DO ESTADO DO AMAPA;estadual;E;926714;ASSEMBLÉIA LEGISLATIVA DO ESTADO AO AMAPÁ;Macapá;AP;6;Pregão - Eletrônico;0;2025-06-04T07:09:01;2025-06-04T08:00:00;2025-06-16T09:00:00;1;Divulgada no PNCP;generico;0.0;0.0;;;False;;;False;P08;educativo;Apontador de lapis;8214.10.00
10820882000195-1-000024/2025;4;Caneta esferográfica;M;2940.0;Unidade;unidade;1.0;unidade original ja comparavel (sem conversao);2.19;6438.6;0;2;Homologado;1;;;;2025-06-23T07:38:13;2025-07-18T15:23:54;ACEITO;P06;educativo;casou regra de identidade do produto P06;v2;ok;"{""numeroItem"": 4, ""descricao"": ""Caneta esferográfica"", ""materialOuServico"": ""M"", ""materialOuServicoNome"": ""Material"", ""valorUnitarioEstimado"": 2.19, ""valorTotal"": 6438.6, ""quantidade"": 2940.0, ""unidadeMedida"": ""Unidade"", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 1, ""criterioJulgamentoNome"": ""Menor preço"", ""situacaoCompraItem"": 2, ""situacaoCompraItemNome"": ""Homologado"", ""tipoBeneficio"": 1, ""tipoBeneficioNome"": ""Participação exclusiva para ME/EPP"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2025-06-23T07:38:13"", ""dataAtualizacao"": ""2025-07-18T15:23:54"", ""temResultado"": true, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:16:16.543681;10820882000195;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO AMAPA;federal;F;158150;INST.FED.DE EDUC.,CIENC.E TEC.DO AMAPA;Macapá;AP;6;Pregão - Eletrônico;1;2025-06-23T07:38:13;2025-06-23T09:00:00;2025-07-03T09:00:00;1;Divulgada no PNCP;generico;2940.0;5115.6;1.0;1.0;False;6438.599999999999;20.547945205479433;False;P06;educativo;Caneta esferografica azul/preta/vermelha;9608.10.00
00394452000103-1-013536/2025;5;Tatame;M;15.0;Unidade;unidade;1.0;unidade original ja comparavel (sem conversao);372.0;5580.0;0;2;Homologado;1;;;;2025-06-24T07:42:40;2025-09-16T18:42:59;ACEITO;E17;esportivo;casou regra de identidade do produto E17;v2;ok;"{""numeroItem"": 5, ""descricao"": ""Tatame"", ""materialOuServico"": ""M"", ""materialOuServicoNome"": ""Material"", ""valorUnitarioEstimado"": 372.0, ""valorTotal"": 5580.0, ""quantidade"": 15.0, ""unidadeMedida"": ""Unidade"", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 1, ""criterioJulgamentoNome"": ""Menor preço"", ""situacaoCompraItem"": 2, ""situacaoCompraItemNome"": ""Homologado"", ""tipoBeneficio"": 1, ""tipoBeneficioNome"": ""Participação exclusiva para ME/EPP"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2025-06-24T07:42:40"", ""dataAtualizacao"": ""2025-09-16T18:42:59"", ""temResultado"": true, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:16:17.466183;00394452000103;COMANDO DO EXERCITO;federal;F;160026;COMANDO DA 22ª BRIGADA DE INFANTARIA DE SELVA;Macapá;AP;6;Pregão - Eletrônico;1;2025-06-24T07:42:40;2025-06-24T10:00:00;2025-07-04T10:00:00;1;Divulgada no PNCP;generico;15.0;3397.95;1.0;1.0;False;5580.0;39.10483870967742;False;E17;esportivo;Placa de tatame em EVA;3921.19.00
01762561000190-1-000007/2025;1752;"CRONÔMETRO - Tipo: progressivo e regressivo; Tipo mostrador: digital; Requisito: à prova d'água e com cordão; Características adicionais: tempo total, tempo parcial e tempo memorizado; cronometragem centesimal, visualizador de horário, calendário, alarme.";M;11.0;Ind - 1 - un;Ind - 1 - un;;"unidade nao reconhecida no dicionario; preservada como original";64.37;708.07;0;5;Fracassado;0;;;;2025-07-01T14:28:09;2025-12-04T16:12:38;ACEITO;E13;esportivo;casou regra de identidade do produto E13;v2;sem_registros;"{""numeroItem"": 1752, ""descricao"": ""CRONÔMETRO - Tipo: progressivo e regressivo; Tipo mostrador: digital; Requisito: à prova d'água e com cordão; Características adicionais: tempo total, tempo parcial e tempo memorizado; cronometragem centesimal, visualizador de horário, calendário, alarme."", ""materialOuServico"": ""M"", ""materialOuServicoNome"": ""Material"", ""valorUnitarioEstimado"": 64.37, ""valorTotal"": 708.07, ""quantidade"": 11.0, ""unidadeMedida"": ""Ind - 1 - un"", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 1, ""criterioJulgamentoNome"": ""Menor preço"", ""situacaoCompraItem"": 5, ""situacaoCompraItemNome"": ""Fracassado"", ""tipoBeneficio"": 1, ""tipoBeneficioNome"": ""Participação exclusiva para ME/EPP"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2025-07-01T14:28:09"", ""dataAtualizacao"": ""2025-12-04T16:12:38"", ""temResultado"": false, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:16:36.906523;01762561000190;INSTITUTO DE HEMATOLOGIA E HEMOTERAPIA DO AMAPA;estadual;E;35;INSTITUTO DE HEMATOLOGIA E HEMOTERAPIA DO AMAPÁ ;Macapá;AP;6;Pregão - Eletrônico;0;2025-07-01T14:28:09;2025-07-01T12:00:00;2025-07-23T08:29:00;1;Divulgada no PNCP;generico;0.0;0.0;;;False;;;False;E13;esportivo;Cronometro digital profissional;9106.90.00
34925222000137-1-000016/2025;10008;CANETA PERSONALIZADA, caneta esferográfica, material papel reciclado, material ponta plástico, cor: tinta  azul, características adicionais: impressão em silkscreen do órgão.;M;700.0;UNIDADE;unidade;1.0;unidade original ja comparavel (sem conversao);12.31;8617.0;0;2;Homologado;1;;;;2025-07-28T18:30:57;2025-09-19T11:00:08;ACEITO;P06;educativo;casou regra de identidade do produto P06;v2;ok;"{""numeroItem"": 10008, ""descricao"": ""CANETA PERSONALIZADA, caneta esferográfica, material papel reciclado, material ponta plástico, cor: tinta  azul, características adicionais: impressão em silkscreen do órgão."", ""materialOuServico"": ""M"", ""materialOuServicoNome"": ""Material"", ""valorUnitarioEstimado"": 12.31, ""valorTotal"": 8617.0, ""quantidade"": 700.0, ""unidadeMedida"": ""UNIDADE"", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 1, ""criterioJulgamentoNome"": ""Menor preço"", ""situacaoCompraItem"": 2, ""situacaoCompraItemNome"": ""Homologado"", ""tipoBeneficio"": 5, ""tipoBeneficioNome"": ""Não se aplica"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2025-07-28T18:30:57"", ""dataAtualizacao"": ""2025-09-19T11:00:08"", ""temResultado"": true, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:17:46.718030;34925222000137;MUNICIPIO DE PRACUUBA;municipal;M;000000001;SECRETARIA MUNICIPAL DE ADMINISTRACAO;Pracuúba;AP;6;Pregão - Eletrônico;1;2025-07-28T18:30:57;2025-07-28T15:30:00;2025-08-08T08:00:00;1;Divulgada no PNCP;generico;700.0;1750.0;1.0;1.0;False;8617.0;79.69130787977254;False;P06;educativo;Caneta esferografica azul/preta/vermelha;9608.10.00
05990437000133-1-000027/2025;2;Antena Rede Voleibol;M;20.0;Jogo  ;jogo;;unidade preservada sem fator de conversao confirmado (nao somar com outras unidades);132.57;2651.4;0;2;Homologado;1;;;;2025-08-19T07:01:50;2025-10-21T17:39:11;ACEITO;E07;esportivo;casou regra de identidade do produto E07;v2;ok;"{""numeroItem"": 2, ""descricao"": ""Antena Rede Voleibol"", ""materialOuServico"": ""M"", ""materialOuServicoNome"": ""Material"", ""valorUnitarioEstimado"": 132.57, ""valorTotal"": 2651.4, ""quantidade"": 20.0, ""unidadeMedida"": ""Jogo  "", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 1, ""criterioJulgamentoNome"": ""Menor preço"", ""situacaoCompraItem"": 2, ""situacaoCompraItemNome"": ""Homologado"", ""tipoBeneficio"": 1, ""tipoBeneficioNome"": ""Participação exclusiva para ME/EPP"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2025-08-19T07:01:50"", ""dataAtualizacao"": ""2025-10-21T17:39:11"", ""temResultado"": true, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:18:22.806045;05990437000133;MUNICIPIO DE CALCOENE;municipal;M;932334;MAP-PREFEITURA MUNICIPAL DE CALÇOENE;Calçoene;AP;6;Pregão - Eletrônico;0;2025-08-19T07:01:50;2025-08-20T08:00:00;2025-09-01T14:00:00;1;Divulgada no PNCP;generico;20.0;1481.0;1.0;1.0;False;2651.3999999999996;44.142717055140665;False;E07;esportivo;Rede de volei;9506.99.00
05990437000133-1-000027/2025;4;Apito;M;30.0;Unidade  ;unidade;1.0;unidade original ja comparavel (sem conversao);19.11;573.3;0;2;Homologado;1;;;;2025-08-19T07:01:50;2025-10-21T17:39:11;ACEITO;E12;esportivo;casou regra de identidade do produto E12;v2;ok;"{""numeroItem"": 4, ""descricao"": ""Apito"", ""materialOuServico"": ""M"", ""materialOuServicoNome"": ""Material"", ""valorUnitarioEstimado"": 19.11, ""valorTotal"": 573.3, ""quantidade"": 30.0, ""unidadeMedida"": ""Unidade  "", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 1, ""criterioJulgamentoNome"": ""Menor preço"", ""situacaoCompraItem"": 2, ""situacaoCompraItemNome"": ""Homologado"", ""tipoBeneficio"": 1, ""tipoBeneficioNome"": ""Participação exclusiva para ME/EPP"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2025-08-19T07:01:50"", ""dataAtualizacao"": ""2025-10-21T17:39:11"", ""temResultado"": true, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:18:22.806045;05990437000133;MUNICIPIO DE CALCOENE;municipal;M;932334;MAP-PREFEITURA MUNICIPAL DE CALÇOENE;Calçoene;AP;6;Pregão - Eletrônico;0;2025-08-19T07:01:50;2025-08-20T08:00:00;2025-09-01T14:00:00;1;Divulgada no PNCP;generico;30.0;401.4;1.0;1.0;False;573.3;29.98430141287284;False;E12;esportivo;Apito de arbitro;9208.90.00
