numero_controle_pncp;numero_item;descricao;material_ou_servico;quantidade;unidade_original;unidade_normalizada;fator_conversao;evidencia_conversao;valor_unitario_estimado;valor_total_estimado;orcamento_sigiloso;situacao_compra_item_id;situacao_compra_item_nome;tem_resultado;ncm_nbs_codigo;catalogo_codigo_item;categoria_item_catalogo;data_inclusao;data_atualizacao;classificacao_status;classificacao_produto_id;classificacao_linha;classificacao_motivo;classificacao_regra_versao;resultados_status;raw_json;captured_at;cnpj;orgao_razao_social;esfera_classificada;esfera_id;unidade_codigo;unidade_nome;municipio_nome;uf_sigla;modalidade_id;modalidade_nome;srp;data_publicacao_pncp;data_abertura_proposta;data_encerramento_proposta;situacao_compra_id;situacao_compra_nome;especificacao_chave;quantidade_homologada_total;valor_homologado_elegivel;n_resultados_elegiveis;n_fornecedores_vencedores;homologado_acima_da_quantidade_flag;base_estimada_pareada;desagio_pct;desagio_negativo_flag;produto_id;linha;produto_nome;ncm_referencia
34925131000100-1-000022/2025;1;REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE SERVIÇOS DE INTERNET COM LINK DEDICADO DE 1,5 GB E REDUNDÂNCIA VIA SATÉLITE DO LINK PRINCIPAL, COM FORNECIMENTO DE 11 GBPS EM VLAN (REDE VIRTUAL) COM VELOCIDADE DE ATÉ 500 MBPS SIMÉTRICOS PARA CADA ENDEREÇO, ATRAVÉS DE UMA REDE DE FIBRA ÓPTICA (INFRAESTRUTURA DE FIBRA ÓPTICA) PARA ACESSO A REDE MUNDIAL DE COMPUTADORES, ACESSO INTERNET VIA REDE SEM FIO EM PRAÇAS DIGITAIS, ATRAVÉS DE UM PROVEDOR COM CIRCUITO DE ACESSO DEDICADO NAS LOCALIDADES E VELOCIDADES DESCRITAS NA TABELA ABAIXO, COM DISPONIBILIDADE 24 (VINTE E QUATRO) HORAS/DIA, DURANTE OS 7 (SETE) DIAS DA SEMANA, A PARTIR DE SUA ATIVAÇÃO ATÉ O TÉRMINO DO CONTRATO, CONFORME AS CARACTERÍSTICAS TÉCNICAS DESCRITAS NESTE TERMO DE REFERÊNCIA, PARA ATENDER AS NECESSIDADES DA PREFEITURA MUNICIPAL DE PEDRA BRANCA DO AMAPARI/AP.;S;1.0;Unidade;unidade;1.0;unidade original ja comparavel (sem conversao);2598965.76;2598965.76;0;2;Homologado;1;;;;2025-12-17T11:34:49;2026-01-16T11:11:02;QUARENTENA;E06;esportivo;descricao sugere servico/locacao, nao aquisicao de material;v2;nao_consultado;"{""numeroItem"": 1, ""descricao"": ""REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE SERVIÇOS DE INTERNET COM LINK DEDICADO DE 1,5 GB E REDUNDÂNCIA VIA SATÉLITE DO LINK PRINCIPAL, COM FORNECIMENTO DE 11 GBPS EM VLAN (REDE VIRTUAL) COM VELOCIDADE DE ATÉ 500 MBPS SIMÉTRICOS PARA CADA ENDEREÇO, ATRAVÉS DE UMA REDE DE FIBRA ÓPTICA (INFRAESTRUTURA DE FIBRA ÓPTICA) PARA ACESSO A REDE MUNDIAL DE COMPUTADORES, ACESSO INTERNET VIA REDE SEM FIO EM PRAÇAS DIGITAIS, ATRAVÉS DE UM PROVEDOR COM CIRCUITO DE ACESSO DEDICADO NAS LOCALIDADES E VELOCIDADES DESCRITAS NA TABELA ABAIXO, COM DISPONIBILIDADE 24 (VINTE E QUATRO) HORAS/DIA, DURANTE OS 7 (SETE) DIAS DA SEMANA, A PARTIR DE SUA ATIVAÇÃO ATÉ O TÉRMINO DO CONTRATO, CONFORME AS CARACTERÍSTICAS TÉCNICAS DESCRITAS NESTE TERMO DE REFERÊNCIA, PARA ATENDER AS NECESSIDADES DA PREFEITURA MUNICIPAL DE PEDRA BRANCA DO AMAPARI/AP."", ""materialOuServico"": ""S"", ""materialOuServicoNome"": ""Serviço"", ""valorUnitarioEstimado"": 2598965.76, ""valorTotal"": 2598965.76, ""quantidade"": 1.0, ""unidadeMedida"": ""Unidade"", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 1, ""criterioJulgamentoNome"": ""Menor preço"", ""situacaoCompraItem"": 2, ""situacaoCompraItemNome"": ""Homologado"", ""tipoBeneficio"": 4, ""tipoBeneficioNome"": ""Sem benefício"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2025-12-17T11:34:49"", ""dataAtualizacao"": ""2026-01-16T11:11:02"", ""temResultado"": true, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:22:45.214455;34925131000100;MUNICIPIO DE PEDRA BRANCA DO AMAPARI;municipal;M;8015;Prefeitura Municipal de Pedra Branca do Amapari;Pedra Branca do Amapari;AP;6;Pregão - Eletrônico;1;2025-12-17T11:34:49;2025-12-19T08:00:00;2026-01-02T08:00:00;1;Divulgada no PNCP;generico;0.0;0.0;;;False;;;False;E06;esportivo;Rede para trave de futsal/futebol;9506.99.00
12456167000140-1-000005/2026;7321373;Atividade Coletiva - em bloco, 100 folhas, papel A4, timbre da PMVJ E SEMSA  tamanho: 30x20cm.;S;300.0;BLC;BLC;;"unidade nao reconhecida no dicionario; preservada como original";43.33;12999.0;0;2;Homologado;1;;;;2026-04-09T10:44:46;2026-05-25T09:09:15;QUARENTENA;P01;educativo;"materialOuServico=S (servico); revisar se e prestacao de servico ou fornecimento efetivo do material antes de aceitar";v2;ok;"{""numeroItem"": 7321373, ""descricao"": ""Atividade Coletiva - em bloco, 100 folhas, papel A4, timbre da PMVJ E SEMSA  tamanho: 30x20cm."", ""materialOuServico"": ""S"", ""materialOuServicoNome"": ""Serviço"", ""valorUnitarioEstimado"": 43.33, ""valorTotal"": 12999.0, ""quantidade"": 300.0, ""unidadeMedida"": ""BLC"", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 1, ""criterioJulgamentoNome"": ""Menor preço"", ""situacaoCompraItem"": 2, ""situacaoCompraItemNome"": ""Homologado"", ""tipoBeneficio"": 1, ""tipoBeneficioNome"": ""Participação exclusiva para ME/EPP"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2026-04-09T10:44:46"", ""dataAtualizacao"": ""2026-05-25T09:09:15"", ""temResultado"": true, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:25:49.289443;12456167000140;FUNDO MUNICIPAL DE SAUDE DE VITORIA DO JARI;municipal;M;610;FUNDO MUNICIPAL DE SAÚDE DE VITORIA DO JARI/AP;Vitória do Jari;AP;6;Pregão - Eletrônico;1;2026-04-09T10:44:46;2026-04-09T10:44:40;2026-04-27T09:00:00;1;Divulgada no PNCP;generico;300.0;4200.0;1.0;1.0;False;12999.0;67.68982229402262;False;P01;educativo;Papel sulfite A4, resma de 500 folhas;4802.56.10
55515312000120-1-000028/2026;7;Serviços de Plotagem - colorida, em papel sulfite A0 de cor branca: gramatura 75 g/m²;S;66894.0;1 Serv.;1 Serv.;;"unidade nao reconhecida no dicionario; preservada como original";32.14;2149973.16;0;1;Em andamento;0;;;;2026-06-10T20:49:50;2026-06-10T20:49:50;QUARENTENA;P01;educativo;descricao sugere servico/locacao, nao aquisicao de material;v2;nao_consultado;"{""numeroItem"": 7, ""descricao"": ""Serviços de Plotagem - colorida, em papel sulfite A0 de cor branca: gramatura 75 g/m²"", ""materialOuServico"": ""S"", ""materialOuServicoNome"": ""Serviço"", ""valorUnitarioEstimado"": 32.14, ""valorTotal"": 2149973.16, ""quantidade"": 66894.0, ""unidadeMedida"": ""1 Serv."", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 1, ""criterioJulgamentoNome"": ""Menor preço"", ""situacaoCompraItem"": 1, ""situacaoCompraItemNome"": ""Em andamento"", ""tipoBeneficio"": 5, ""tipoBeneficioNome"": ""Não se aplica"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2026-06-10T20:49:50"", ""dataAtualizacao"": ""2026-06-10T20:49:50"", ""temResultado"": false, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:27:20.565505;55515312000120;SECRETARIA DE ESTADO DE COMPRAS E LICITACOES DO AMAPA;estadual;E;932875;EAP-SECRETARIA EST. DE COMPRAS E LICITACOES;Macapá;AP;6;Pregão - Eletrônico;1;2026-06-10T20:49:50;2026-06-10T00:00:00;2026-06-24T08:29:00;1;Divulgada no PNCP;75g;0.0;0.0;;;False;;;False;P01;educativo;Papel sulfite A4, resma de 500 folhas;4802.56.10
55515312000120-1-000028/2026;8;Serviços de Plotagem - colorida, em papel sulfite A0 de cor branca: gramatura 75 g/m²;S;22298.0;1 Serv.;1 Serv.;;"unidade nao reconhecida no dicionario; preservada como original";32.14;716657.72;0;1;Em andamento;0;;;;2026-06-10T20:49:50;2026-06-10T20:49:50;QUARENTENA;P01;educativo;descricao sugere servico/locacao, nao aquisicao de material;v2;nao_consultado;"{""numeroItem"": 8, ""descricao"": ""Serviços de Plotagem - colorida, em papel sulfite A0 de cor branca: gramatura 75 g/m²"", ""materialOuServico"": ""S"", ""materialOuServicoNome"": ""Serviço"", ""valorUnitarioEstimado"": 32.14, ""valorTotal"": 716657.72, ""quantidade"": 22298.0, ""unidadeMedida"": ""1 Serv."", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 1, ""criterioJulgamentoNome"": ""Menor preço"", ""situacaoCompraItem"": 1, ""situacaoCompraItemNome"": ""Em andamento"", ""tipoBeneficio"": 1, ""tipoBeneficioNome"": ""Participação exclusiva para ME/EPP"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2026-06-10T20:49:50"", ""dataAtualizacao"": ""2026-06-10T20:49:50"", ""temResultado"": false, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:27:20.565505;55515312000120;SECRETARIA DE ESTADO DE COMPRAS E LICITACOES DO AMAPA;estadual;E;932875;EAP-SECRETARIA EST. DE COMPRAS E LICITACOES;Macapá;AP;6;Pregão - Eletrônico;1;2026-06-10T20:49:50;2026-06-10T00:00:00;2026-06-24T08:29:00;1;Divulgada no PNCP;75g;0.0;0.0;;;False;;;False;P01;educativo;Papel sulfite A4, resma de 500 folhas;4802.56.10
55515312000120-1-000028/2026;9;Serviços de Plotagem - colorida, em papel sulfite A1 de cor branca: gramatura 75 g/m²;S;67607.0;1 Serv.;1 Serv.;;"unidade nao reconhecida no dicionario; preservada como original";32.63;2206016.41;0;1;Em andamento;0;;;;2026-06-10T20:49:50;2026-06-10T20:49:50;QUARENTENA;P01;educativo;descricao sugere servico/locacao, nao aquisicao de material;v2;nao_consultado;"{""numeroItem"": 9, ""descricao"": ""Serviços de Plotagem - colorida, em papel sulfite A1 de cor branca: gramatura 75 g/m²"", ""materialOuServico"": ""S"", ""materialOuServicoNome"": ""Serviço"", ""valorUnitarioEstimado"": 32.63, ""valorTotal"": 2206016.41, ""quantidade"": 67607.0, ""unidadeMedida"": ""1 Serv."", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 1, ""criterioJulgamentoNome"": ""Menor preço"", ""situacaoCompraItem"": 1, ""situacaoCompraItemNome"": ""Em andamento"", ""tipoBeneficio"": 5, ""tipoBeneficioNome"": ""Não se aplica"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2026-06-10T20:49:50"", ""dataAtualizacao"": ""2026-06-10T20:49:50"", ""temResultado"": false, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:27:20.565505;55515312000120;SECRETARIA DE ESTADO DE COMPRAS E LICITACOES DO AMAPA;estadual;E;932875;EAP-SECRETARIA EST. DE COMPRAS E LICITACOES;Macapá;AP;6;Pregão - Eletrônico;1;2026-06-10T20:49:50;2026-06-10T00:00:00;2026-06-24T08:29:00;1;Divulgada no PNCP;75g;0.0;0.0;;;False;;;False;P01;educativo;Papel sulfite A4, resma de 500 folhas;4802.56.10
55515312000120-1-000028/2026;10;Serviços de Plotagem - colorida, em papel sulfite A1 de cor branca: gramatura 75 g/m²;S;22535.0;1 Serv.;1 Serv.;;"unidade nao reconhecida no dicionario; preservada como original";32.63;735317.05;0;1;Em andamento;0;;;;2026-06-10T20:49:50;2026-06-10T20:49:50;QUARENTENA;P01;educativo;descricao sugere servico/locacao, nao aquisicao de material;v2;nao_consultado;"{""numeroItem"": 10, ""descricao"": ""Serviços de Plotagem - colorida, em papel sulfite A1 de cor branca: gramatura 75 g/m²"", ""materialOuServico"": ""S"", ""materialOuServicoNome"": ""Serviço"", ""valorUnitarioEstimado"": 32.63, ""valorTotal"": 735317.05, ""quantidade"": 22535.0, ""unidadeMedida"": ""1 Serv."", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 1, ""criterioJulgamentoNome"": ""Menor preço"", ""situacaoCompraItem"": 1, ""situacaoCompraItemNome"": ""Em andamento"", ""tipoBeneficio"": 1, ""tipoBeneficioNome"": ""Participação exclusiva para ME/EPP"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2026-06-10T20:49:50"", ""dataAtualizacao"": ""2026-06-10T20:49:50"", ""temResultado"": false, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:27:20.565505;55515312000120;SECRETARIA DE ESTADO DE COMPRAS E LICITACOES DO AMAPA;estadual;E;932875;EAP-SECRETARIA EST. DE COMPRAS E LICITACOES;Macapá;AP;6;Pregão - Eletrônico;1;2026-06-10T20:49:50;2026-06-10T00:00:00;2026-06-24T08:29:00;1;Divulgada no PNCP;75g;0.0;0.0;;;False;;;False;P01;educativo;Papel sulfite A4, resma de 500 folhas;4802.56.10
01762561000190-1-000011/2025;3555;"LÁPIS DE COR - Material: madeira ; Cor: Diversas; quantidade cores: 24.";M;60.0;Cx 12 un;Cx 12 un;;"unidade nao reconhecida no dicionario; preservada como original";11.0;660.0;0;2;Homologado;1;;;;2025-07-09T11:08:31;2025-07-28T10:09:18;QUARENTENA;P04;educativo;variante fora de especificacao: caixa de 24 cores (rol pede caixa de 12);v2;ok;"{""numeroItem"": 3555, ""descricao"": ""LÁPIS DE COR - Material: madeira ; Cor: Diversas; quantidade cores: 24."", ""materialOuServico"": ""M"", ""materialOuServicoNome"": ""Material"", ""valorUnitarioEstimado"": 11.0, ""valorTotal"": 660.0, ""quantidade"": 60.0, ""unidadeMedida"": ""Cx 12 un"", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 1, ""criterioJulgamentoNome"": ""Menor preço"", ""situacaoCompraItem"": 2, ""situacaoCompraItemNome"": ""Homologado"", ""tipoBeneficio"": 1, ""tipoBeneficioNome"": ""Participação exclusiva para ME/EPP"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2025-07-09T11:08:31"", ""dataAtualizacao"": ""2025-07-28T10:09:18"", ""temResultado"": true, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:38:23.692569;01762561000190;INSTITUTO DE HEMATOLOGIA E HEMOTERAPIA DO AMAPA;estadual;E;35;INSTITUTO DE HEMATOLOGIA E HEMOTERAPIA DO AMAPÁ ;Macapá;AP;8;Dispensa;0;2025-07-09T11:08:31;;;1;Divulgada no PNCP;generico;60.0;619.8;1.0;1.0;False;660.0;6.090909090909102;False;P04;educativo;Lapis de cor, caixa de 12 cores;9609.10.00
10820882000195-1-000043/2025;10;"Arbitragem / Mediação Civil e Comercial Serviços de arbitragem esportiva, com
a disponibilização de árbitros
qualificados e devidamente
credenciados junto à federação ou
entidade de classe competente.
Atuação no âmbito das Olimpíadas dos
Servidores Federais.  Modalidade:
Xadrez";S;1.0;UNIDADE;unidade;1.0;unidade original ja comparavel (sem conversao);1800.0;1800.0;0;2;Homologado;1;;;;2025-09-30T10:23:52;2025-09-30T10:26:52;QUARENTENA;E21;esportivo;descricao sugere servico/locacao, nao aquisicao de material;v2;nao_consultado;"{""numeroItem"": 10, ""descricao"": ""Arbitragem / Mediação Civil e Comercial Serviços de arbitragem esportiva, com\na disponibilização de árbitros\nqualificados e devidamente\ncredenciados junto à federação ou\nentidade de classe competente.\nAtuação no âmbito das Olimpíadas dos\nServidores Federais.  Modalidade:\nXadrez"", ""materialOuServico"": ""S"", ""materialOuServicoNome"": ""Serviço"", ""valorUnitarioEstimado"": 1800.0, ""valorTotal"": 1800.0, ""quantidade"": 1.0, ""unidadeMedida"": ""UNIDADE"", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 7, ""criterioJulgamentoNome"": ""Não se aplica"", ""situacaoCompraItem"": 2, ""situacaoCompraItemNome"": ""Homologado"", ""tipoBeneficio"": 5, ""tipoBeneficioNome"": ""Não se aplica"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2025-09-30T10:23:52"", ""dataAtualizacao"": ""2025-09-30T10:26:52"", ""temResultado"": true, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:45:01.577456;10820882000195;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO AMAPA;federal;F;158150;INST.FED.DE EDUC.,CIENC.E TEC.DO AMAPA;Macapá;AP;8;Dispensa;0;2025-09-30T10:23:41;;;1;Divulgada no PNCP;generico;0.0;0.0;;;False;;;False;E21;esportivo;Jogo de xadrez completo;9504.90.10
00394452000103-1-021918/2025;5;Confecção Clichê Impressão Gráfica Serviço de confecção de caneta esferográfica de ponta fina, personalizada, em metal, tinta azul, com gravação a laser contendo o nome e/ou a logo da OM, conforme modelo da contratante.;S;100.0;UNIDADE;unidade;1.0;unidade original ja comparavel (sem conversao);8.91;891.0;0;2;Homologado;1;;;;2025-10-30T14:21:51;2025-11-06T11:54:44;QUARENTENA;P06;educativo;descricao sugere servico/locacao, nao aquisicao de material;v2;nao_consultado;"{""numeroItem"": 5, ""descricao"": ""Confecção Clichê Impressão Gráfica Serviço de confecção de caneta esferográfica de ponta fina, personalizada, em metal, tinta azul, com gravação a laser contendo o nome e/ou a logo da OM, conforme modelo da contratante."", ""materialOuServico"": ""S"", ""materialOuServicoNome"": ""Serviço"", ""valorUnitarioEstimado"": 8.91, ""valorTotal"": 891.0, ""quantidade"": 100.0, ""unidadeMedida"": ""UNIDADE"", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 1, ""criterioJulgamentoNome"": ""Menor preço"", ""situacaoCompraItem"": 2, ""situacaoCompraItemNome"": ""Homologado"", ""tipoBeneficio"": 1, ""tipoBeneficioNome"": ""Participação exclusiva para ME/EPP"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2025-10-30T14:21:51"", ""dataAtualizacao"": ""2025-11-06T11:54:44"", ""temResultado"": true, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:48:08.073792;00394452000103;COMANDO DO EXERCITO;federal;F;160026;COMANDO DA 22ª BRIGADA DE INFANTARIA DE SELVA;Macapá;AP;8;Dispensa;0;2025-10-30T14:18:46;2025-10-30T14:30:00;2025-11-03T08:00:00;1;Divulgada no PNCP;generico;0.0;0.0;;;False;;;False;P06;educativo;Caneta esferografica azul/preta/vermelha;9608.10.00
31443333000119-1-000025/2025;4389;"MEDALHA - Finalidade: segurança pública; Demais especificações: conforme modelo do órgão.";M;150.0;1 Un.;1 Un.;;"unidade nao reconhecida no dicionario; preservada como original";374.5;56175.0;0;2;Homologado;1;;;;2025-12-04T09:06:45;2026-01-06T11:55:00;QUARENTENA;E23;esportivo;variante fora de especificacao: medalha institucional/militar/condecorativa (rol pede medalha de premiacao esportiva);v2;ok;"{""numeroItem"": 4389, ""descricao"": ""MEDALHA - Finalidade: segurança pública; Demais especificações: conforme modelo do órgão."", ""materialOuServico"": ""M"", ""materialOuServicoNome"": ""Material"", ""valorUnitarioEstimado"": 374.5, ""valorTotal"": 56175.0, ""quantidade"": 150.0, ""unidadeMedida"": ""1 Un."", ""orcamentoSigiloso"": false, ""itemCategoriaId"": 3, ""itemCategoriaNome"": ""Não se aplica"", ""patrimonio"": null, ""codigoRegistroImobiliario"": null, ""criterioJulgamentoId"": 1, ""criterioJulgamentoNome"": ""Menor preço"", ""situacaoCompraItem"": 2, ""situacaoCompraItemNome"": ""Homologado"", ""tipoBeneficio"": 1, ""tipoBeneficioNome"": ""Participação exclusiva para ME/EPP"", ""incentivoProdutivoBasico"": false, ""dataInclusao"": ""2025-12-04T09:06:45"", ""dataAtualizacao"": ""2026-01-06T11:55:00"", ""temResultado"": true, ""imagem"": 0, ""aplicabilidadeMargemPreferenciaNormal"": false, ""aplicabilidadeMargemPreferenciaAdicional"": false, ""percentualMargemPreferenciaNormal"": null, ""percentualMargemPreferenciaAdicional"": null, ""ncmNbsCodigo"": null, ""ncmNbsDescricao"": null, ""catalogo"": null, ""categoriaItemCatalogo"": null, ""catalogoCodigoItem"": null, ""informacaoComplementar"": null, ""tipoMargemPreferencia"": null, ""exigenciaConteudoNacional"": false}";2026-09-12T19:51:33.253435;31443333000119;FUNDO ESTADUAL DE SEGURANCA PUBLICA DO ESTADO DO AMAPA - FUNSEP;estadual;E;3491;FUNDO ESTADUAL DE SEGURANÇA PÚBLICA;Macapá;AP;8;Dispensa;0;2025-12-04T09:06:45;;;1;Divulgada no PNCP;generico;150.0;42132.0;1.0;1.0;False;56175.0;24.998664886515353;False;E23;esportivo;Medalha de premiacao;8306.29.00
